web-scraper-order,web-scraper-start-url,types_habits,prix,adresse,image_lien-src
"1752098656-704","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","12 000CFA","","https://images.coinafrique.com/thumb_3661262_uploaded_image1_1650410534.jpg"
"1752098656-705","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble Short enfant","7 000CFA","Dakar, Sénégal",""
"1752098656-706","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble Short enfant","7 000CFA","","https://images.coinafrique.com/thumb_3661238_uploaded_image1_1650409347.jpg"
"1752098656-707","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","12 000CFA","Biscuiterie, Dakar, Sénégal",""
"1752098656-708","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","12 000CFA","","https://images.coinafrique.com/thumb_3661021_uploaded_image1_1650399677.jpg"
"1752098656-709","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robes enfant","5 000CFA","Rufisque, Sénégal",""
"1752098656-710","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robes enfant","5 000CFA","","https://images.coinafrique.com/thumb_3659985_uploaded_image2_1650360548.jpeg"
"1752098656-711","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Bas collant bébé","1 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752098656-712","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Bas collant bébé","1 000CFA","","https://images.coinafrique.com/thumb_3659847_uploaded_image1_1650350885.jpg"
"1752098656-713","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","4 000CFA","Dakar, Sénégal",""
"1752098656-714","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","4 000CFA","","https://images.coinafrique.com/thumb_3622517_uploaded_image1_1648156996.jpg"
"1752098656-715","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Habits enfant","5 000CFA","Dakar, Sénégal",""
"1752098656-716","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Habits enfant","5 000CFA","","https://images.coinafrique.com/thumb_3622516_uploaded_image1_1648156919.jpg"
"1752098656-717","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","8 000CFA","Dakar, Sénégal",""
"1752098656-718","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","8 000CFA","","https://images.coinafrique.com/thumb_3622512_uploaded_image1_1648156796.jpg"
"1752098656-719","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Jeans enfant","5 000CFA","Dakar, Sénégal",""
"1752098656-720","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Jeans enfant","5 000CFA","","https://images.coinafrique.com/thumb_3622513_uploaded_image1_1648156860.jpg"
"1752098656-721","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe fille","12 000CFA","Biscuiterie, Dakar, Sénégal",""
"1752098656-722","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe fille","12 000CFA","","https://images.coinafrique.com/thumb_3659452_uploaded_image1_1650315963.jpg"
"1752098656-723","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal",""
"1752098656-724","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","15 000CFA","","https://images.coinafrique.com/thumb_3658083_uploaded_image1_1650227180.jpg"
"1752098656-725","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","8 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-726","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","8 000CFA","","https://images.coinafrique.com/thumb_3654419_uploaded_image1_1649975338.jpg"
"1752098656-727","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble 3 pièces enfant","15 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-728","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble 3 pièces enfant","15 000CFA","","https://images.coinafrique.com/thumb_3654415_uploaded_image1_1649975242.jpg"
"1752098656-729","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","5 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-730","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","5 000CFA","","https://images.coinafrique.com/thumb_3654413_uploaded_image1_1649975177.jpg"
"1752098656-731","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe de prière + hijab intégré","3 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752098656-732","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe de prière + hijab intégré","3 000CFA","","https://images.coinafrique.com/thumb_3654182_uploaded_image1_1649961822.jpg"
"1752098656-733","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant - 0 à 3ans","12 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-734","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant - 0 à 3ans","12 000CFA","","https://images.coinafrique.com/thumb_3651240_uploaded_image1_1649808230.jpg"
"1752098656-735","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou fille","12 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-736","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou fille","12 000CFA","","https://images.coinafrique.com/thumb_3651237_uploaded_image1_1649808047.jpg"
"1752098656-737","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubous enfants en bazin","10 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-738","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubous enfants en bazin","10 000CFA","","https://images.coinafrique.com/thumb_3649632_uploaded_image1_1649723814.jpg"
"1752098656-739","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","Prix sur demande","Dakar, Sénégal",""
"1752098656-740","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","Prix sur demande","","https://images.coinafrique.com/thumb_3648076_uploaded_image1_1649645654.jpg"
"1752098656-741","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots enfant","5 000CFA","Dakar, Sénégal",""
"1752098656-742","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots enfant","5 000CFA","","https://images.coinafrique.com/thumb_3646687_uploaded_image1_1649538934.jpg"
"1752098656-743","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou fille","15 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-744","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou fille","15 000CFA","","https://images.coinafrique.com/thumb_3646258_uploaded_image1_1649515617.jpg"
"1752098656-745","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","8 000CFA","Dakar, Sénégal",""
"1752098656-746","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","8 000CFA","","https://images.coinafrique.com/thumb_3607921_uploaded_image1_1647265445.jpg"
"1752098656-747","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","8 000CFA","Dakar, Sénégal",""
"1752098656-748","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","8 000CFA","","https://images.coinafrique.com/thumb_3607932_uploaded_image1_1647265679.jpg"
"1752098656-749","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou fille","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1752098656-750","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou fille","Prix sur demande","","https://images.coinafrique.com/thumb_3643965_uploaded_image1_1649372776.jpg"
"1752098656-751","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou enfant 3 pièces","15 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-752","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou enfant 3 pièces","15 000CFA","","https://images.coinafrique.com/thumb_3643960_uploaded_image1_1649372669.jpg"
"1752098656-753","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots enfant","5 000CFA","Dakar, Sénégal",""
"1752098656-754","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots enfant","5 000CFA","","https://images.coinafrique.com/thumb_3643824_uploaded_image1_1649366012.jpg"
"1752098656-755","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Slips fille","5 500CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752098656-756","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Slips fille","5 500CFA","","https://images.coinafrique.com/thumb_3643614_uploaded_image1_1649354564.jpg"
"1752098656-757","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement friperie enfant","Prix sur demande","Sicap foire, Dakar, Sénégal",""
"1752098656-758","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement friperie enfant","Prix sur demande","","https://images.coinafrique.com/thumb_3638582_uploaded_image2_1649141754.jpeg"
"1752098656-759","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou enfant - 3 pièces","10 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-760","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Boubou enfant - 3 pièces","10 000CFA","","https://images.coinafrique.com/thumb_3638243_uploaded_image1_1649111803.jpg"
"1752098656-761","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Combinaison enfant","4 000CFA","Colobane, Dakar, Sénégal",""
"1752098656-762","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Combinaison enfant","4 000CFA","","https://images.coinafrique.com/thumb_3638113_uploaded_image1_1649106100.jpg"
"1752098656-763","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098656-764","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","Prix sur demande","","https://images.coinafrique.com/thumb_3638107_uploaded_image1_1649106005.jpg"
"1752098656-765","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098656-766","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","Prix sur demande","","https://images.coinafrique.com/thumb_3638104_uploaded_image1_1649105955.jpg"
"1752098656-767","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","6 000CFA","HLM, Dakar, Sénégal",""
"1752098656-768","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","6 000CFA","","https://images.coinafrique.com/thumb_3637687_uploaded_image3_1649089537.jpeg"
"1752098656-769","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","6 000CFA","HLM, Dakar, Sénégal",""
"1752098656-770","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","6 000CFA","","https://images.coinafrique.com/thumb_3637675_uploaded_image3_1649089080.jpeg"
"1752098656-771","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot Sénégal enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098656-772","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot Sénégal enfants","10 000CFA","","https://images.coinafrique.com/thumb_3637250_uploaded_image1_1649076487.jpg"
"1752098656-773","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal",""
"1752098656-774","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","Prix sur demande","","https://images.coinafrique.com/thumb_3600844_uploaded_image1_1646833560.jpg"
"1752098656-775","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots sénégal enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752098656-776","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots sénégal enfants","10 000CFA","","https://images.coinafrique.com/thumb_3633429_uploaded_image1_1648859214.jpg"
"1752098656-777","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","5 000CFA","Ouakam, Dakar, Sénégal",""
"1752098656-778","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robe enfant","5 000CFA","","https://images.coinafrique.com/thumb_3628406_uploaded_image1_1648592474.jpg"
"1752098656-779","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robes enfants","Prix sur demande","Saint Louis, Sénégal",""
"1752098656-780","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Robes enfants","Prix sur demande","","https://images.coinafrique.com/thumb_3625258_uploaded_image3_1648390340.jpeg"
"1752098656-781","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Tenue mardi gras","Prix sur demande","Thies, Sénégal",""
"1752098656-782","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Tenue mardi gras","Prix sur demande","","https://images.coinafrique.com/thumb_3582393_uploaded_image1_1645792127.jpg"
"1752098656-783","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Tenue mardi gras","Prix sur demande","Thies, Sénégal",""
"1752098656-784","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Tenue mardi gras","Prix sur demande","","https://images.coinafrique.com/thumb_3582375_uploaded_image1_1645791582.jpg"
"1752098656-785","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Caleçons homme","4 000CFA","Guediawaye, Dakar, Sénégal",""
"1752098656-786","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Caleçons homme","4 000CFA","","https://images.coinafrique.com/thumb_3620389_uploaded_image3_1648043635.jpeg"
"1752098656-787","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots de football enfant","5 000CFA","Colobane, Dakar, Sénégal",""
"1752098656-788","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillots de football enfant","5 000CFA","","https://images.coinafrique.com/thumb_3616215_uploaded_image1_1647769308.jpg"
"1752098656-789","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","10 000CFA","Dakar, Sénégal",""
"1752098656-790","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","10 000CFA","","https://images.coinafrique.com/thumb_3613858_uploaded_image2_1647597426.jpeg"
"1752098656-791","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","1 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752098656-792","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","1 000CFA","","https://images.coinafrique.com/thumb_3608114_uploaded_image2_1647271341.jpeg"
"1752098656-793","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752098656-794","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements bébé","Prix sur demande","","https://images.coinafrique.com/thumb_3606160_uploaded_image1_1647123480.jpg"
"1752098656-795","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752098656-796","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble enfant","10 000CFA","","https://images.coinafrique.com/thumb_3604777_uploaded_image1_1647030491.jpg"
"1752098656-797","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Peignoir personnalisé enfant","12 000CFA","Medina, Dakar, Sénégal",""
"1752098656-798","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Peignoir personnalisé enfant","12 000CFA","","https://images.coinafrique.com/thumb_3563684_uploaded_image1_1644584292.jpg"
"1752098656-799","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Habits enfants","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098656-800","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Habits enfants","8 000CFA","","https://images.coinafrique.com/thumb_3601827_uploaded_image1_1646873978.jpg"
"1752098656-801","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal",""
"1752098656-802","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","1 500CFA","","https://images.coinafrique.com/thumb_3600538_uploaded_image1_1646825050.jpg"
"1752098656-803","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","2 000CFA","Colobane, Dakar, Sénégal",""
"1752098656-804","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","2 000CFA","","https://images.coinafrique.com/thumb_3600535_uploaded_image2_1646824967.jpeg"
"1752098656-805","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements enfants","2 000CFA","Colobane, Dakar, Sénégal",""
"1752098656-806","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements enfants","2 000CFA","","https://images.coinafrique.com/thumb_3600530_uploaded_image2_1646824909.jpeg"
"1752098656-807","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098656-808","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements enfants","Prix sur demande","","https://images.coinafrique.com/thumb_3600527_uploaded_image1_1646824864.jpg"
"1752098656-809","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752098656-810","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Friperie enfants","Prix sur demande","","https://images.coinafrique.com/thumb_3600524_uploaded_image1_1646824802.jpg"
"1752098656-811","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements bébé","1 500CFA","Yoff, Dakar, Sénégal",""
"1752098656-812","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements bébé","1 500CFA","","https://images.coinafrique.com/thumb_3599090_uploaded_image1_1646743024.jpg"
"1752098656-813","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Pantalon Zara enfant","5 000CFA","Dakar, Sénégal",""
"1752098656-814","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Pantalon Zara enfant","5 000CFA","","https://images.coinafrique.com/thumb_3598377_uploaded_image1_1646692365.jpg"
"1752098656-815","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble Veste enfant","15 000CFA","Dakar, Sénégal",""
"1752098656-816","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble Veste enfant","15 000CFA","","https://images.coinafrique.com/thumb_3594235_uploaded_image1_1646433088.jpg"
"1752098656-817","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement bébé","10 000CFA","Keur Massar, Sénégal",""
"1752098656-818","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement bébé","10 000CFA","","https://images.coinafrique.com/thumb_3588188_uploaded_image1_1646153533.jpg"
"1752098656-819","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement bébé","10 000CFA","Keur Massar, Sénégal",""
"1752098656-820","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement bébé","10 000CFA","","https://images.coinafrique.com/thumb_3588178_uploaded_image1_1646153368.jpg"
"1752098656-821","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot enfant","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098656-822","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot enfant","8 000CFA","","https://images.coinafrique.com/thumb_3585164_uploaded_image1_1645997873.jpg"
"1752098656-823","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Peignoirs enfants","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752098656-824","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Peignoirs enfants","12 000CFA","","https://images.coinafrique.com/thumb_3584341_uploaded_image1_1645920047.jpg"
"1752098656-825","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble tenu mardi Gras","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098656-826","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble tenu mardi Gras","20 000CFA","","https://images.coinafrique.com/thumb_3582459_uploaded_image1_1645794121.jpg"
"1752098656-827","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement bébé","4 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752098656-828","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement bébé","4 500CFA","","https://images.coinafrique.com/thumb_3568689_uploaded_image1_1644934911.jpg"
"1752098656-829","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot football enfants - Sénégal","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752098656-830","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Maillot football enfants - Sénégal","8 000CFA","","https://images.coinafrique.com/thumb_3566348_uploaded_image3_1644775694.jpeg"
"1752098656-831","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Abaya","15 000CFA","Dakar, Sénégal",""
"1752098656-832","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Abaya","15 000CFA","","https://images.coinafrique.com/thumb_3560017_uploaded_image1_1644370671.jpg"
"1752098656-833","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Sous vêtements enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752098656-834","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Sous vêtements enfant","Prix sur demande","","https://images.coinafrique.com/thumb_3552570_uploaded_image1_1643898522.jpg"
"1752098656-835","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements enfant  3-6 mois","12 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752098656-836","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtements enfant  3-6 mois","12 500CFA","","https://images.coinafrique.com/thumb_3550527_uploaded_image1_1643810579.jpg"
"1752098656-837","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","9 900CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752098656-838","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Vêtement enfant","9 900CFA","","https://images.coinafrique.com/thumb_3550501_uploaded_image1_1643809792.jpg"
"1752098656-839","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble pour bébé","18 000CFA","Keur Massar, Sénégal",""
"1752098656-840","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","Ensemble pour bébé","18 000CFA","","https://images.coinafrique.com/thumb_3550411_uploaded_image3_1643807273.jpeg"
